Date,sp_Open,sp_Close,nd_Open,nd_Close,dj_Open,dj_Close,ph_Open,ph_Close,label
2005-09-13,1240.57,1231.20,2177.95,2171.75,10673.71,10597.44,481.31,482.20,0
2005-09-14,1231.20,1227.16,2173.62,2149.33,10597.52,10544.90,482.51,478.11,0
2005-09-15,1227.16,1227.73,2153.75,2146.15,10545.85,10558.75,478.11,473.26,0
2005-09-16,1228.42,1237.91,2153.75,2160.35,10560.50,10641.94,473.48,474.77,0
2005-09-19,1237.91,1231.02,2157.37,2145.26,10641.87,10557.63,474.43,468.14,0
2005-09-20,1231.02,1221.34,2149.44,2131.33,10558.19,10481.52,468.17,466.26,0
2005-09-21,1221.34,1210.20,2129.65,2106.64,10484.23,10378.03,466.40,458.16,1
2005-09-22,1210.20,1214.62,2104.39,2110.78,10376.20,10422.05,458.07,457.11,1
2005-09-23,1214.62,1215.29,2105.37,2116.84,10422.05,10419.59,457.38,460.72,1
2005-09-26,1215.29,1215.63,2127.90,2121.46,10420.22,10443.63,463.11,462.83,1
2005-09-27,1215.63,1215.66,2123.65,2116.42,10444.58,10456.21,462.80,457.13,1
2005-09-28,1215.66,1216.89,2122.19,2115.40,10456.61,10473.09,457.48,459.26,1
2005-09-29,1216.89,1227.68,2114.97,2141.22,10472.61,10552.78,459.26,466.36,0
2005-09-30,1227.68,1228.81,2140.17,2151.69,10552.70,10568.70,466.36,475.32,0
2005-10-03,1228.81,1226.70,2152.70,2155.43,10569.50,10535.48,476.12,478.11,0
2005-10-04,1226.70,1214.47,2156.26,2139.36,10534.36,10441.11,478.37,472.92,0
2005-10-05,1214.47,1196.39,2139.16,2103.02,10434.81,10317.36,473.32,466.42,0
2005-10-06,1196.39,1191.49,2104.92,2084.08,10317.36,10287.10,466.37,458.35,0
2005-10-10,1195.90,1187.33,2091.68,2078.92,10292.95,10238.76,457.02,446.15,0
2005-10-11,1187.33,1184.87,2084.38,2061.09,10239.16,10253.17,446.60,438.71,0
2005-10-12,1184.87,1177.68,2055.44,2037.47,10253.81,10216.91,437.75,436.97,0
2005-10-13,1177.68,1176.84,2033.86,2047.22,10216.91,10216.59,437.08,446.33,0
2005-10-14,1176.84,1186.57,2054.50,2064.83,10216.59,10287.34,446.33,442.69,0
2005-10-17,1186.57,1190.10,2065.54,2070.30,10287.42,10348.10,442.47,444.72,0
2005-10-18,1190.10,1178.14,2069.32,2056.00,10349.14,10285.26,443.84,439.30,1
2005-10-19,1178.14,1195.76,2048.66,2091.24,10277.18,10414.13,436.68,439.40,0
2005-10-20,1195.76,1177.80,2088.04,2068.11,10411.73,10281.10,440.70,439.81,0
2005-10-21,1177.80,1179.59,2083.84,2082.21,10282.22,10215.22,442.42,441.85,1
2005-10-24,1179.59,1199.38,2089.51,2115.83,10216.11,10385.00,442.28,446.79,1
2005-10-25,1199.38,1196.54,2109.55,2109.45,10383.88,10377.87,445.51,442.14,1
2005-10-26,1196.54,1191.38,2104.02,2100.05,10377.39,10344.98,441.83,439.58,1
2005-10-27,1191.38,1178.90,2095.85,2063.81,10344.74,10229.95,439.62,427.64,1
2005-10-28,1178.90,1198.41,2073.85,2089.88,10231.15,10402.77,421.79,424.87,1
2005-10-31,1198.41,1207.01,2094.37,2120.30,10403.17,10440.07,426.39,432.64,1
2005-11-01,1207.01,1202.76,2109.89,2114.05,10440.07,10406.77,432.13,428.54,1
2005-11-02,1202.76,1214.76,2110.95,2144.31,10406.29,10472.73,430.15,441.22,1
2005-11-03,1214.76,1219.94,2157.30,2160.22,10470.49,10522.59,449.16,449.53,1
2005-11-04,1219.94,1220.14,2165.10,2169.43,10523.23,10530.76,452.30,451.83,1
2005-11-07,1220.14,1222.81,2174.25,2178.24,10531.24,10586.23,455.07,453.28,1
2005-11-08,1222.81,1218.59,2172.37,2172.07,10574.18,10539.72,451.49,452.30,1
2005-11-09,1218.59,1220.65,2171.23,2175.81,10539.24,10546.21,451.73,458.66,1
2005-11-10,1220.65,1230.96,2175.02,2196.68,10541.16,10640.10,458.46,464.53,1
2005-11-11,1230.96,1234.72,2198.26,2202.47,10640.10,10686.04,466.50,461.15,1
2005-11-14,1234.72,1233.76,2203.79,2200.95,10686.60,10697.17,461.18,463.73,1
2005-11-15,1233.76,1229.01,2199.39,2186.74,10697.17,10686.44,465.37,462.27,1
2005-11-16,1229.01,1231.21,2189.46,2187.93,10683.03,10674.76,462.27,461.88,1
2005-11-17,1231.21,1242.80,2195.48,2220.46,10677.00,10720.22,461.49,466.79,1
2005-11-18,1242.80,1248.27,2232.36,2227.07,10719.34,10766.33,473.35,478.46,1
2005-11-21,1248.27,1254.85,2226.62,2241.67,10766.33,10820.28,477.30,478.58,1
2005-11-22,1254.85,1261.23,2235.30,2253.56,10815.96,10871.43,477.42,482.87,1
2005-11-23,1261.23,1265.61,2251.37,2259.98,10871.43,10916.09,482.96,480.48,1
2005-11-25,1265.61,1268.25,2262.43,2263.01,10916.09,10931.62,481.75,484.61,1
2005-11-28,1268.25,1257.46,2263.55,2239.37,10932.74,10890.72,483.13,478.76,1
2005-11-29,1257.46,1257.48,2247.70,2232.71,10888.48,10888.16,481.78,475.78,1
2005-11-30,1257.48,1249.48,2232.50,2232.82,10883.91,10805.87,477.97,481.64,1
2005-12-01,1249.48,1264.67,2244.85,2267.17,10806.03,10912.57,489.70,501.91,1
2005-12-02,1264.67,1265.08,2266.17,2273.37,10912.01,10877.51,501.75,505.59,0
2005-12-05,1265.08,1262.09,2269.07,2257.64,10876.95,10835.01,505.59,497.67,0
2005-12-06,1262.09,1263.70,2267.76,2260.76,10835.41,10856.86,493.09,502.86,0
2005-12-07,1263.70,1257.37,2263.29,2252.01,10856.86,10810.91,504.31,496.90,1
2005-12-08,1257.37,1255.84,2254.80,2246.46,10808.43,10755.12,500.27,488.41,1
2005-12-09,1255.84,1259.37,2247.28,2256.73,10751.76,10778.58,488.58,497.21,1
2005-12-12,1259.37,1260.43,2263.97,2260.95,10778.66,10767.77,497.21,500.20,1
2005-12-13,1260.43,1267.43,2256.60,2265.00,10765.69,10823.72,497.03,502.84,1
2005-12-14,1267.43,1272.74,2261.94,2262.59,10821.32,10883.51,502.84,500.77,1
2005-12-15,1272.74,1270.94,2266.05,2260.63,10883.43,10881.67,502.43,498.38,1
2005-12-16,1270.94,1267.32,2262.08,2252.48,10881.67,10875.59,498.38,495.29,1
2005-12-19,1267.32,1259.92,2254.64,2222.74,10875.51,10836.53,495.29,483.90,1
2005-12-20,1259.92,1259.62,2223.56,2222.42,10836.93,10805.55,484.42,486.38,1
2005-12-21,1259.62,1262.79,2227.53,2231.66,10805.63,10833.73,485.22,484.76,1
2005-12-22,1262.79,1268.12,2233.79,2246.49,10831.56,10889.44,485.21,490.67,1
2005-12-23,1268.12,1268.66,2249.41,2249.42,10883.27,10883.27,491.32,491.82,0
2005-12-27,1268.66,1256.54,2253.05,2226.89,10883.75,10777.77,492.15,485.59,1
2005-12-28,1256.54,1258.17,2230.36,2228.94,10778.25,10796.26,485.61,486.68,1
2005-12-29,1258.17,1254.42,2229.60,2218.16,10795.70,10784.82,486.49,482.00,1
2005-12-30,1254.42,1248.29,2209.03,2205.32,10783.86,10717.50,481.27,479.49,1
2006-01-03,1248.29,1268.80,2216.53,2243.74,10718.30,10847.41,480.57,493.13,1
2006-01-04,1268.80,1273.46,2246.96,2263.46,10843.97,10880.15,493.13,496.69,1
2006-01-05,1273.46,1273.48,2264.93,2276.87,10880.39,10882.15,497.88,508.54,0
2006-01-06,1273.48,1285.45,2289.21,2305.62,10875.45,10959.31,510.10,519.57,0
2006-01-09,1285.45,1290.15,2306.18,2318.69,10959.47,11011.90,520.83,524.33,1
2006-01-10,1290.15,1289.69,2306.22,2320.32,11010.46,11011.58,524.87,527.75,0
2006-01-11,1289.72,1294.18,2321.41,2331.36,11011.66,11043.44,530.11,536.44,0
2006-01-12,1294.18,1286.06,2327.17,2316.69,11043.44,10962.36,536.30,529.28,0
2006-01-13,1286.06,1287.61,2317.74,2317.04,10961.48,10959.87,528.59,526.64,0
2006-01-17,1287.61,1282.93,2302.56,2302.69,10957.87,10896.32,524.35,518.44,1
2006-01-18,1282.93,1277.93,2265.50,2279.64,10890.08,10854.86,512.27,518.89,1
2006-01-19,1277.93,1285.04,2291.69,2301.81,10855.18,10880.71,523.60,534.74,1
2006-01-20,1285.04,1261.49,2300.36,2247.70,10880.71,10667.39,531.97,512.57,1
2006-01-23,1261.49,1263.82,2255.31,2248.47,10668.75,10688.77,514.11,515.54,1
2006-01-24,1263.82,1266.86,2256.13,2265.25,10690.21,10712.22,516.22,520.71,1
2006-02-02,1282.46,1270.84,2306.57,2281.57,10950.11,10851.98,544.22,536.49,1
2006-02-03,1270.84,1264.03,2268.43,2262.58,10849.57,10793.62,535.15,528.77,0
2006-02-06,1264.03,1265.02,2263.12,2258.80,10793.30,10798.27,529.47,540.14,0
2006-02-07,1265.02,1254.78,2255.94,2244.96,10796.42,10749.76,539.84,540.73,0
2006-02-08,1254.78,1265.65,2260.22,2266.98,10742.16,10858.62,545.21,548.48,1
2006-02-09,1265.65,1263.78,2273.77,2255.87,10859.42,10883.35,548.77,546.83,1
2006-02-10,1263.82,1266.99,2255.77,2261.88,10883.51,10919.05,546.62,540.39,1
2006-02-13,1266.99,1262.86,2252.04,2239.81,10915.21,10892.32,539.75,532.80,1
2006-02-14,1262.86,1275.53,2243.54,2262.17,10890.72,11028.39,532.40,536.46,0
2006-02-15,1275.53,1280.00,2259.04,2276.43,11025.67,11058.97,536.30,538.23,0
2006-02-16,1280.00,1289.38,2281.88,2294.63,11059.05,11120.68,539.48,545.95,0
2006-02-17,1289.38,1287.24,2291.73,2282.36,11119.56,11115.32,545.66,535.41,0
2006-02-21,1287.24,1283.03,2283.52,2262.96,11115.48,11069.06,535.73,523.77,1
2006-02-22,1283.03,1292.67,2264.69,2283.17,11065.29,11137.17,523.14,530.78,1
2006-02-23,1292.67,1287.79,2279.59,2279.32,11133.52,11069.22,531.30,524.48,1
2006-02-24,1287.79,1289.43,2278.27,2287.04,11065.77,11061.85,524.71,524.55,0
2006-02-28,1294.12,1280.66,2300.96,2281.39,11096.75,10993.41,526.71,523.19,0
2006-03-01,1280.66,1291.24,2288.15,2314.64,10993.25,11053.53,524.84,545.87,0
2006-03-02,1291.24,1289.14,2305.53,2311.11,11052.57,11025.51,545.14,546.29,0
2006-03-03,1289.14,1287.23,2299.10,2302.60,11024.23,11021.59,542.94,537.78,0
2006-03-06,1287.23,1278.26,2306.66,2286.03,11022.47,10958.59,538.91,528.57,0
2006-03-07,1278.26,1275.88,2280.08,2268.38,10957.31,10980.69,527.67,513.44,1
2006-03-08,1275.88,1278.47,2260.87,2267.46,10977.08,11005.74,512.80,510.62,1
2006-03-09,1278.47,1272.23,2272.26,2249.72,11005.66,10972.28,511.62,503.53,1
2006-03-10,1272.23,1281.42,2251.81,2262.04,10972.92,11076.34,504.31,502.34,0
2006-03-13,1281.58,1284.13,2269.44,2267.03,11067.61,11076.02,503.59,499.93,0
2006-03-14,1284.13,1297.48,2264.25,2295.90,11076.02,11151.34,500.09,511.08,0
2006-03-15,1297.48,1303.02,2301.17,2311.84,11149.76,11209.77,512.08,512.63,0
2006-03-16,1303.02,1305.33,2319.11,2299.56,11210.97,11253.24,513.81,496.06,0
2006-03-17,1305.33,1307.25,2306.17,2306.48,11254.12,11279.65,495.62,496.37,0
2006-03-20,1307.25,1305.08,2311.93,2314.11,11278.93,11274.53,496.87,498.21,0
2006-03-21,1305.08,1297.23,2312.90,2294.23,11275.89,11235.47,498.56,497.22,1
2006-03-22,1297.23,1305.04,2283.39,2303.35,11234.51,11317.43,495.02,497.59,1
2006-03-23,1305.04,1301.67,2300.17,2300.15,11317.35,11270.29,497.42,499.92,1
2006-03-24,1301.67,1302.95,2304.74,2312.82,11270.61,11279.97,499.86,504.84,1
2006-03-27,1302.95,1301.61,2312.47,2315.58,11280.13,11250.11,504.69,503.82,1
2006-03-28,1301.61,1293.23,2315.61,2304.46,11250.11,11154.54,503.82,493.51,1
2006-03-29,1293.23,1302.89,2309.94,2337.78,11154.94,11215.70,494.25,505.63,1
2006-03-30,1302.89,1300.25,2340.23,2340.82,11216.34,11150.70,506.24,505.51,1
2006-03-31,1300.25,1294.87,2345.53,2339.79,11151.34,11109.32,505.87,499.65,1
2006-04-03,1302.88,1297.81,2352.24,2336.74,11113.00,11144.94,500.01,505.18,1
2006-04-05,1305.93,1311.56,2349.82,2359.75,11203.21,11239.55,504.04,517.94,1
2006-04-06,1311.56,1309.04,2358.92,2361.17,11233.01,11216.50,517.94,524.61,1
2006-04-07,1309.04,1295.50,2367.32,2339.02,11217.14,11120.04,524.61,514.94,1
2006-04-10,1295.51,1296.62,2340.39,2333.27,11119.88,11141.33,514.94,510.86,1
2006-04-11,1296.60,1286.57,2337.88,2310.35,11141.33,11089.63,510.86,503.34,1
2006-04-12,1286.57,1288.12,2309.39,2314.68,11089.47,11129.97,503.34,506.44,1
2006-04-13,1288.12,1289.12,2314.32,2326.11,11130.13,11137.65,506.44,507.96,1
2006-04-17,1289.12,1285.33,2325.56,2311.16,11137.33,11073.78,507.96,500.44,1
2006-04-18,1285.33,1307.28,2318.27,2356.14,11074.58,11268.77,500.44,517.46,1
2006-04-19,1307.65,1309.93,2358.87,2370.88,11265.40,11278.77,517.46,526.50,1
2006-04-20,1309.93,1311.46,2368.74,2362.55,11278.53,11342.89,526.50,529.30,1
2006-04-21,1311.46,1311.28,2371.65,2342.86,11343.45,11347.45,529.30,518.42,1
2006-04-24,1311.28,1308.11,2338.78,2333.38,11346.81,11336.32,518.42,514.80,1
2006-04-25,1308.11,1301.74,2338.54,2330.30,11336.56,11283.25,514.80,516.22,1
2006-04-26,1301.74,1305.41,2333.57,2333.63,11283.25,11354.49,516.22,513.48,1
2006-04-27,1305.41,1309.72,2324.63,2344.95,11349.53,11382.51,513.48,520.15,1
2006-05-01,1310.61,1305.19,2329.79,2304.79,11367.78,11343.29,516.91,512.01,1
2006-05-02,1305.19,1313.21,2311.73,2309.84,11345.21,11416.45,513.38,513.71,1
2006-05-03,1313.21,1308.12,2311.20,2303.97,11414.69,11400.28,513.71,520.06,1
2006-05-04,1307.85,1312.25,2307.38,2323.90,11401.80,11438.86,520.28,526.84,0
2006-05-05,1312.25,1325.76,2335.96,2342.57,11440.62,11577.74,528.69,528.94,0
2006-05-08,1325.76,1324.66,2342.41,2344.99,11576.37,11584.54,528.94,525.37,0
2006-05-09,1324.66,1325.14,2339.71,2338.25,11584.62,11639.77,525.37,520.00,0
2006-05-10,1324.57,1322.85,2332.82,2320.74,11630.48,11642.65,520.00,507.05,0
2006-05-11,1322.63,1305.92,2319.08,2272.70,11639.29,11500.73,507.05,495.50,0
2006-05-12,1305.88,1291.24,2263.97,2243.78,11500.01,11380.99,495.50,491.62,0
2006-05-15,1291.19,1294.50,2234.01,2238.52,11380.43,11428.77,491.62,486.97,0
2006-05-16,1294.50,1292.08,2239.00,2229.13,11428.21,11419.89,486.97,484.26,0
2006-05-17,1291.73,1270.32,2214.90,2195.80,11410.13,11205.61,484.26,478.68,0
2006-05-18,1270.25,1261.81,2205.37,2180.32,11206.17,11128.29,478.68,474.41,0
2006-05-19,1261.81,1267.03,2183.34,2193.88,11124.37,11144.06,474.41,489.67,0
2006-05-22,1267.03,1262.07,2178.15,2172.86,11143.42,11125.33,489.56,469.16,1
2006-05-23,1262.06,1256.58,2188.38,2158.76,11126.29,11098.35,469.16,461.58,0
2006-05-24,1256.56,1258.57,2159.83,2169.17,11100.11,11117.32,461.58,465.04,1
2006-05-25,1258.41,1272.88,2182.43,2198.24,11114.96,11211.05,465.04,462.99,0
2006-05-26,1272.71,1280.16,2205.90,2210.37,11211.69,11278.61,462.99,466.77,0
2006-05-31,1259.38,1270.09,2171.46,2178.88,11091.15,11168.31,456.67,464.74,0
2006-06-01,1270.05,1285.71,2179.82,2219.86,11169.03,11260.28,464.74,475.36,0
2006-06-02,1285.71,1288.22,2229.84,2219.41,11260.52,11247.87,475.36,474.65,0
2006-06-05,1288.16,1265.29,2212.35,2169.62,11247.55,11048.72,474.65,460.42,0
2006-06-06,1265.23,1263.85,2174.28,2162.78,11048.24,11002.14,460.42,458.36,0
2006-06-07,1263.61,1256.15,2166.58,2151.80,11002.06,10930.90,458.36,447.55,1
2006-06-08,1256.08,1257.93,2141.59,2145.32,10929.70,10938.82,447.55,446.76,1
2006-06-09,1257.93,1252.30,2151.92,2135.06,10939.14,10891.92,446.76,444.16,1
2006-06-12,1252.27,1237.44,2137.47,2091.32,10892.00,10792.58,444.16,435.69,1
2006-06-13,1236.08,1223.69,2089.88,2072.47,10783.14,10706.14,435.69,433.39,0
2006-06-14,1223.66,1230.04,2075.55,2086.00,10706.78,10816.92,433.39,439.33,1
2006-06-15,1230.01,1256.16,2098.37,2144.15,10817.48,11015.19,439.30,457.58,0
2006-06-16,1256.16,1251.54,2140.51,2129.95,11014.38,11014.55,457.58,453.53,0
2006-06-19,1251.54,1240.13,2136.60,2110.42,11014.87,10942.11,453.53,449.18,1
2006-06-20,1240.12,1240.12,2110.92,2107.06,10942.03,10974.84,449.18,446.05,1
2006-06-21,1240.09,1252.20,2109.22,2141.20,10975.24,11079.46,446.05,455.37,1
2006-06-22,1251.92,1245.60,2138.97,2122.98,11077.78,11019.11,455.37,449.19,1
2006-06-23,1245.59,1244.50,2120.30,2121.47,11019.19,10989.09,449.19,445.41,1
2006-06-26,1244.50,1250.56,2126.46,2133.67,10990.29,11045.28,445.41,448.31,1
2006-06-27,1250.55,1239.20,2134.58,2100.25,11048.24,10924.74,448.31,431.52,1
2006-06-28,1238.99,1246.00,2105.94,2111.84,10925.30,10973.56,431.52,429.06,1
2006-06-29,1245.94,1272.87,2121.50,2174.38,10974.36,11190.80,429.06,446.17,0
2006-06-30,1272.86,1270.20,2181.47,2172.09,11190.80,11150.22,446.17,441.72,0
2006-07-03,1270.06,1280.19,2177.91,2190.43,11149.34,11228.02,441.72,446.01,0
2006-07-05,1280.05,1270.91,2174.69,2153.34,11225.06,11151.82,446.01,431.90,0
2006-07-06,1270.58,1274.08,2156.30,2155.09,11147.12,11225.30,431.90,430.78,0
2006-07-07,1274.08,1265.48,2146.89,2130.06,11224.18,11090.67,430.78,424.24,0
2006-07-10,1265.46,1267.34,2135.96,2116.93,11091.71,11103.55,424.24,414.89,0
2006-07-11,1267.26,1272.43,2110.42,2128.86,11102.59,11134.77,414.89,428.54,0
2006-07-12,1272.39,1258.60,2121.71,2090.24,11133.97,11013.18,428.54,416.99,0
2006-07-13,1258.58,1242.28,2076.39,2054.11,11012.62,10846.29,416.99,411.03,0
2006-07-14,1242.29,1236.20,2053.88,2037.35,10846.53,10739.35,411.03,409.01,1
2006-07-17,1236.20,1234.49,2034.76,2037.72,10739.35,10747.36,409.01,406.77,1
2006-07-18,1234.48,1236.86,2043.18,2043.22,10745.84,10799.23,406.77,405.24,1
2006-07-19,1236.74,1259.81,2037.68,2080.71,10797.39,11011.42,405.24,414.51,1
2006-07-20,1259.81,1249.13,2083.83,2039.42,11007.26,10928.10,414.51,404.13,1
2006-07-21,1249.12,1240.29,2035.26,2020.39,10937.94,10868.38,404.13,384.88,1
2006-07-24,1240.25,1260.91,2030.49,2061.84,10868.70,11051.05,384.88,391.93,1
2006-07-25,1260.91,1268.88,2060.38,2073.90,11051.05,11103.71,391.93,396.17,1
2006-07-26,1268.87,1268.40,2066.46,2070.46,11102.91,11102.51,396.17,395.81,1
2006-07-27,1268.20,1263.20,2082.57,2054.47,11104.19,11100.43,395.78,400.04,0
2006-07-28,1263.15,1278.55,2065.28,2094.14,11102.11,11219.70,400.04,412.21,0
2006-07-31,1278.53,1276.66,2087.86,2091.47,11218.90,11185.68,412.21,412.76,1
2006-08-01,1278.53,1270.92,2080.34,2061.99,11184.80,11125.73,412.76,404.53,1
2006-08-02,1270.73,1277.41,2069.91,2078.81,11125.57,11199.93,404.53,408.76,1
2006-08-03,1278.22,1280.27,2064.56,2092.34,11195.28,11242.59,408.76,415.03,1
2006-08-04,1280.26,1279.36,2107.83,2085.05,11244.59,11240.35,415.03,411.03,1
2006-08-07,1279.31,1275.77,2079.45,2072.50,11239.47,11219.38,411.03,408.53,1
2006-08-08,1275.67,1271.48,2079.52,2060.85,11218.18,11173.59,408.53,405.72,1
2006-08-09,1271.13,1265.95,2085.56,2060.28,11168.47,11076.18,405.72,408.60,1
2006-08-10,1265.72,1271.81,2052.98,2071.74,11073.14,11124.37,408.60,414.72,1
2006-08-11,1271.64,1266.74,2066.23,2057.71,11121.16,11088.03,414.72,405.39,0
2006-08-14,1266.67,1268.21,2073.01,2069.04,11089.07,11097.87,405.39,409.91,0
2006-08-15,1268.19,1285.58,2092.49,2115.01,11098.03,11230.26,409.91,425.17,0
2006-08-16,1285.27,1295.43,2127.06,2149.54,11224.91,11327.12,425.17,443.60,0
2006-08-17,1295.37,1297.48,2144.30,2157.61,11327.36,11334.96,443.60,446.11,0
2006-08-18,1297.48,1302.30,2157.14,2163.95,11333.76,11381.47,446.11,445.87,0
2006-08-21,1302.30,1297.52,2151.91,2147.75,11380.67,11345.05,445.87,436.75,0
2006-08-22,1297.52,1298.82,2145.31,2150.02,11344.41,11339.84,436.75,435.84,1
2006-08-23,1298.73,1292.99,2152.91,2134.66,11337.12,11297.90,436.58,431.71,1
2006-08-24,1292.97,1296.06,2142.34,2137.11,11297.82,11304.46,433.33,434.61,1
2006-08-25,1295.92,1295.09,2132.17,2140.29,11301.22,11284.05,434.51,433.69,1
2006-08-28,1295.09,1301.78,2140.52,2160.70,11285.33,11352.01,433.89,438.44,1
2006-08-29,1301.57,1304.28,2161.96,2172.30,11352.65,11369.94,439.16,445.71,1
2006-08-30,1303.70,1305.37,2175.07,2185.73,11365.98,11382.91,446.32,453.74,1
2006-08-31,1304.25,1303.82,2189.17,2183.75,11383.47,11381.15,453.75,449.22,1
2006-09-01,1303.80,1311.01,2194.56,2193.16,11382.75,11464.15,449.35,444.52,0
2006-09-05,1310.94,1313.25,2192.94,2205.70,11461.83,11469.28,444.53,451.96,0
2006-09-06,1313.04,1300.26,2189.70,2167.84,11466.23,11406.20,451.35,437.12,0
2006-09-07,1300.21,1294.02,2160.05,2155.29,11405.16,11331.44,436.51,435.56,0
2006-09-08,1294.02,1298.92,2160.02,2165.79,11332.24,11392.11,435.77,438.69,1
2006-09-11,1298.86,1299.54,2152.12,2173.25,11389.87,11396.84,436.94,449.03,1
2006-09-12,1299.53,1313.00,2174.61,2215.82,11396.84,11498.09,450.07,465.95,1
2006-09-13,1312.74,1318.07,2214.80,2227.67,11487.69,11543.32,466.16,462.32,1
2006-09-14,1318.00,1316.28,2221.73,2228.73,11543.40,11527.39,462.54,463.83,1
2006-09-15,1316.28,1319.66,2243.28,2235.59,11528.75,11560.77,465.76,464.39,1
2006-09-18,1319.85,1321.18,2232.99,2235.75,11559.97,11555.00,462.86,468.74,1
2006-09-19,1321.17,1317.64,2239.86,2222.37,11554.60,11540.91,467.38,458.43,1
2006-09-20,1318.28,1325.18,2242.11,2252.89,11542.28,11613.19,459.51,460.20,0
2006-09-21,1324.89,1318.03,2257.54,2237.75,11611.67,11533.23,460.72,452.08,0
2006-09-22,1318.03,1314.78,2233.55,2218.93,11532.91,11508.10,452.32,449.30,1
2006-09-25,1314.78,1326.37,2227.37,2249.07,11509.30,11575.81,451.02,460.57,1
2006-09-26,1326.35,1336.35,2247.72,2261.34,11575.73,11669.39,460.50,458.99,0
2006-09-27,1336.12,1336.59,2256.17,2263.39,11670.19,11689.24,459.30,455.77,1
2006-09-28,1336.56,1338.88,2266.93,2270.02,11689.40,11718.45,455.85,460.12,0
2006-09-29,1339.15,1335.85,2273.30,2258.43,11718.05,11679.07,460.81,454.70,1
2006-10-02,1335.82,1331.32,2257.00,2237.60,11678.99,11670.35,454.92,453.25,1
2006-10-03,1331.32,1334.11,2233.01,2243.65,11670.11,11727.34,448.23,448.28,1
2006-10-04,1333.81,1350.20,2239.88,2290.95,11722.94,11850.61,447.48,456.77,1
2006-10-10,1350.62,1353.42,2314.12,2315.43,11857.73,11867.17,456.39,454.72,1
2006-10-11,1353.28,1349.95,2304.67,2308.27,11865.49,11852.13,453.53,460.57,1
2006-10-12,1349.94,1362.83,2318.28,2346.18,11854.13,11947.70,461.87,466.85,0
2006-10-13,1362.82,1365.62,2344.70,2357.29,11947.22,11960.51,465.14,471.27,0
2006-10-16,1365.61,1369.06,2359.19,2363.84,11961.31,11980.60,472.70,475.46,1
2006-10-17,1369.05,1364.05,2354.07,2344.95,11977.40,11950.02,472.03,463.74,1
2006-10-18,1363.93,1365.80,2355.42,2337.15,11947.62,11992.68,461.43,450.45,1
2006-10-19,1365.95,1366.96,2332.54,2340.94,11988.92,12011.73,449.51,449.09,1
2006-10-20,1366.94,1368.60,2340.94,2342.30,12013.01,12002.37,451.48,447.23,0
2006-10-23,1368.58,1377.02,2338.15,2355.56,12116.51,12116.91,446.85,449.55,0
2006-10-24,1377.02,1377.38,2352.49,2344.84,12116.51,12127.88,450.05,444.45,0
2006-10-25,1377.36,1382.22,2346.77,2356.59,12127.24,12134.68,446.66,455.99,0
2006-10-26,1382.21,1389.08,2361.09,2379.10,12134.84,12163.66,456.44,461.27,1
2006-10-27,1388.89,1377.34,2375.17,2350.62,12164.78,12090.26,460.57,452.31,1
2006-10-30,1377.30,1377.93,2347.21,2363.77,12089.14,12086.50,452.88,457.40,1
2006-10-31,1377.93,1377.94,2368.75,2366.71,12086.18,12080.73,457.71,458.14,1
2006-11-01,1377.76,1367.81,2373.49,2334.35,12080.25,12031.02,458.98,449.29,1
2006-11-02,1367.44,1367.34,2324.48,2334.02,12023.98,12018.54,448.48,447.35,1
2006-11-03,1367.31,1364.30,2339.04,2330.79,12018.30,11986.04,449.06,449.17,1
2006-11-06,1364.27,1379.78,2341.66,2365.95,11985.16,12105.55,450.08,457.09,1
2006-11-07,1379.75,1382.84,2366.01,2375.88,12104.75,12156.77,457.64,465.83,1
2006-11-08,1382.50,1385.72,2363.92,2384.94,12147.38,12176.54,464.10,465.67,1
2006-11-09,1385.43,1378.33,2399.28,2376.01,12174.70,12103.30,467.39,456.72,1
2006-11-10,1378.33,1380.90,2378.26,2389.72,12102.74,12108.43,457.37,461.32,1
2006-11-13,1380.58,1384.42,2389.52,2406.38,12097.70,12131.88,460.62,468.53,1
2006-11-14,1384.36,1393.22,2408.05,2430.66,12132.44,12218.01,468.71,481.80,1
2006-11-15,1392.91,1396.57,2430.14,2442.75,12214.37,12251.71,481.80,483.85,1
2006-11-16,1396.53,1399.76,2447.09,2449.06,12250.05,12305.82,483.85,485.93,1
2006-11-17,1399.76,1401.20,2439.63,2445.86,12304.62,12342.56,484.05,483.25,1
2006-11-20,1401.17,1400.50,2441.16,2452.72,12340.71,12316.54,482.68,491.72,1
2006-11-21,1400.43,1402.81,2454.65,2454.84,12312.13,12321.59,491.39,486.32,1
2006-11-22,1402.69,1406.09,2463.21,2465.98,12321.91,12326.95,486.62,492.33,1
2006-11-24,1405.94,1400.95,2449.73,2460.26,12321.71,12280.17,490.15,489.33,1
2006-11-27,1400.95,1381.96,2454.17,2405.92,12279.13,12121.71,487.88,477.84,1
2006-11-28,1381.61,1386.72,2397.32,2412.61,12118.94,12136.45,476.54,478.46,1
2006-11-29,1386.11,1399.48,2422.91,2432.23,12134.40,12226.73,479.92,476.39,1
2006-11-30,1399.47,1400.63,2430.75,2431.77,12226.73,12221.93,476.30,479.02,1
2006-12-01,1400.63,1396.71,2430.75,2413.21,12220.97,12194.13,478.82,474.09,0
2006-12-04,1396.67,1409.12,2420.92,2448.39,12195.57,12283.85,474.93,483.42,0
