Date,sp_Open,sp_High,sp_Low,sp_Close,nd_Open,nd_High,nd_Low,nd_Close,dj_Open,dj_High,dj_Low,dj_Close,ph_Open,ph_High,ph_Low,ph_Close,label
2004-11-30,1178.57,1178.66,1173.81,1173.82,2104.67,2107.45,2096.81,2096.81,10475.27,10483.14,10428.02,10428.02,429.80,431.29,423.86,423.87,1
2004-12-01,1173.78,1191.37,1173.78,1191.37,2104.58,2138.32,2104.58,2138.23,10425.80,10590.22,10425.76,10590.22,426.36,440.24,426.36,440.09,1
2004-12-02,1191.37,1194.80,1186.72,1190.33,2133.95,2156.14,2131.65,2143.57,10590.44,10629.16,10544.77,10585.12,439.72,446.96,437.26,438.71,1
2004-12-03,1190.33,1197.46,1187.71,1191.17,2153.29,2164.63,2145.72,2147.96,10597.90,10643.05,10560.58,10592.21,446.28,453.95,445.12,445.28,0
2004-12-06,1191.17,1192.41,1185.18,1190.25,2145.43,2157.43,2138.21,2151.25,10591.32,10591.99,10526.82,10547.06,445.28,449.05,440.36,446.88,0
2004-12-07,1190.25,1192.17,1177.07,1177.07,2154.13,2161.30,2114.65,2114.66,10546.80,10567.16,10440.36,10440.58,447.68,451.31,437.49,437.51,1
2004-12-08,1177.07,1184.05,1177.07,1182.81,2118.14,2130.76,2110.57,2126.11,10438.77,10506.85,10438.66,10494.23,437.22,437.22,429.84,431.91,1
2004-12-09,1182.81,1190.51,1173.79,1189.24,2109.55,2134.23,2097.86,2129.01,10492.45,10562.51,10418.63,10552.82,426.22,428.48,414.02,425.46,1
2004-12-10,1189.24,1191.45,1185.24,1188.00,2121.15,2134.60,2120.33,2128.07,10552.16,10575.58,10522.68,10543.22,424.81,426.90,421.08,422.75,1
2004-12-13,1188.00,1198.74,1188.00,1198.68,2141.20,2148.50,2132.19,2148.50,10543.44,10642.53,10543.21,10638.32,423.10,427.59,423.10,425.10,1
2004-12-14,1198.68,1205.29,1197.84,1203.38,2145.05,2163.50,2145.05,2159.84,10640.53,10695.07,10621.03,10676.45,425.22,434.32,425.22,433.02,0
2004-12-15,1203.38,1206.61,1199.44,1205.72,2159.68,2171.27,2151.31,2162.55,10675.71,10706.16,10636.47,10691.45,432.75,436.46,429.78,434.04,0
2004-12-16,1205.72,1207.97,1198.41,1203.21,2159.96,2164.80,2138.81,2146.15,10691.71,10726.85,10661.67,10705.64,434.04,435.56,423.84,427.09,1
2004-12-17,1203.21,1203.21,1193.49,1194.20,2142.71,2150.85,2135.05,2135.20,10704.83,10739.33,10641.88,10649.92,426.61,427.94,421.86,423.75,0
2004-12-20,1194.20,1203.43,1193.36,1194.65,2142.21,2154.48,2124.22,2127.85,10652.14,10735.27,10652.07,10661.60,426.11,428.19,418.53,419.40,1
2004-12-21,1194.65,1205.93,1194.65,1205.45,2134.75,2151.71,2133.34,2150.91,10661.89,10765.27,10661.89,10759.43,420.05,424.91,418.42,424.40,1
2004-12-22,1205.45,1211.42,1203.85,1209.57,2145.99,2163.48,2145.18,2157.03,10752.34,10822.68,10739.19,10815.89,424.23,427.13,422.39,424.05,1
2004-12-23,1209.57,1213.66,1208.71,1210.13,2153.31,2168.78,2153.31,2160.62,10815.00,10864.67,10809.53,10827.12,423.87,427.27,422.81,426.43,1
2004-12-27,1210.13,1214.13,1204.92,1204.92,2168.82,2171.94,2147.59,2154.22,10828.01,10868.07,10776.13,10776.13,426.72,428.80,421.41,423.09,1
2004-12-28,1204.92,1213.54,1204.92,1213.54,2156.75,2177.19,2156.53,2177.19,10776.06,10859.04,10773.92,10854.54,423.21,427.48,421.51,426.75,0
2004-12-29,1213.54,1213.85,1210.95,1213.45,2170.99,2182.33,2170.99,2177.00,10853.72,10853.72,10795.57,10829.19,426.29,432.29,425.62,430.53,0
2004-12-30,1213.45,1216.47,1213.41,1213.55,2177.47,2182.37,2176.40,2178.34,10829.12,10850.18,10799.71,10800.30,430.52,433.65,430.36,431.26,0
2004-12-31,1213.55,1217.33,1211.65,1211.92,2178.98,2185.56,2174.63,2175.44,10800.30,10832.52,10781.01,10783.01,431.26,434.54,431.00,433.31,0
2005-01-03,1211.92,1217.80,1200.32,1202.08,2184.75,2191.60,2148.72,2152.15,10783.75,10867.39,10710.07,10729.43,433.31,437.54,423.60,424.26,0
2005-01-04,1202.08,1205.84,1185.39,1188.05,2158.31,2159.64,2100.56,2107.86,10727.81,10769.56,10605.15,10630.78,424.57,426.10,406.08,410.36,0
2005-01-05,1188.05,1192.73,1183.72,1183.74,2102.90,2116.75,2091.24,2091.24,10629.53,10684.43,10597.75,10597.83,408.76,412.86,402.59,404.25,0
2005-01-06,1183.74,1191.63,1183.27,1187.89,2098.51,2103.90,2088.03,2090.00,10593.19,10667.58,10589.33,10622.88,404.35,408.68,402.08,402.14,0
2005-01-07,1187.89,1192.20,1182.16,1186.19,2099.95,2103.39,2076.69,2088.61,10624.80,10653.25,10571.74,10603.96,402.74,412.27,401.53,407.56,1
2005-01-10,1186.19,1194.78,1184.80,1190.25,2087.62,2111.43,2086.66,2097.04,10603.44,10663.74,10582.38,10621.03,407.50,411.55,404.80,406.25,0
2005-01-11,1190.25,1190.25,1180.43,1182.99,2089.07,2090.62,2072.62,2079.62,10619.77,10619.77,10531.54,10556.22,406.09,406.09,393.73,396.19,1
2005-01-12,1182.99,1187.92,1175.64,1187.70,2089.70,2093.44,2066.79,2092.53,10561.32,10622.88,10499.47,10617.78,397.71,404.65,395.06,401.83,1
2005-01-13,1187.70,1187.70,1175.81,1177.45,2093.54,2094.80,2067.94,2070.56,10617.41,10618.15,10485.73,10505.83,401.79,401.79,395.85,396.17,0
2005-01-14,1177.45,1185.21,1177.45,1184.52,2079.47,2088.58,2075.47,2087.91,10506.71,10567.01,10503.76,10558.00,396.22,404.87,396.22,403.14,0
2005-01-18,1184.52,1195.98,1180.10,1195.98,2081.86,2106.19,2078.04,2106.04,10554.23,10628.94,10500.58,10628.79,403.01,406.99,399.90,406.55,0
2005-01-19,1195.98,1195.98,1184.41,1184.63,2105.74,2105.84,2072.20,2073.59,10626.05,10626.28,10536.49,10539.97,406.59,407.75,397.76,397.89,0
2005-01-20,1184.63,1184.63,1173.42,1175.41,2056.38,2065.59,2045.88,2045.88,10538.90,10546.77,10457.94,10471.47,397.73,402.11,394.14,394.81,1
2005-01-21,1175.41,1179.45,1167.82,1167.87,2053.15,2058.00,2032.88,2034.27,10471.98,10512.18,10390.85,10392.99,395.03,398.90,389.65,389.66,1
2005-01-24,1167.87,1173.03,1163.75,1163.75,2040.13,2043.97,2008.68,2008.70,10393.58,10442.87,10368.61,10368.61,389.73,391.12,382.57,383.04,1
2005-01-25,1163.75,1174.30,1163.75,1168.41,2022.08,2037.18,2017.58,2019.95,10369.42,10509.83,10369.42,10461.56,383.36,391.70,383.36,389.87,1
2005-01-26,1168.41,1175.96,1168.41,1174.07,2034.69,2049.34,2028.19,2046.09,10463.19,10531.99,10463.19,10498.59,390.28,401.48,390.28,400.06,1
2005-01-27,1174.07,1177.50,1170.15,1174.55,2042.77,2053.94,2036.09,2047.15,10498.14,10498.14,10429.94,10467.40,400.02,404.18,397.59,403.67,0
2005-01-28,1174.55,1175.61,1166.25,1171.36,2052.54,2055.13,2024.36,2035.83,10470.58,10488.39,10386.56,10427.20,403.67,406.21,396.08,399.46,0
2005-01-31,1171.36,1182.07,1171.36,1181.27,2053.47,2063.18,2053.47,2062.41,10428.76,10510.19,10428.76,10489.94,399.46,406.69,399.46,403.96,0
2005-02-01,1181.27,1190.39,1180.95,1189.41,2063.27,2071.52,2058.66,2068.70,10489.72,10570.26,10489.64,10551.94,403.96,409.63,403.96,408.46,0
2005-02-02,1189.41,1195.25,1188.92,1193.19,2074.06,2079.58,2064.20,2075.06,10551.05,10616.37,10544.48,10596.79,408.46,409.03,403.69,405.83,0
2005-02-11,1197.01,1208.38,1193.28,1205.30,2048.96,2081.48,2039.72,2076.66,10742.92,10829.19,10703.43,10796.01,420.46,438.77,418.63,435.52,1
2005-02-14,1205.30,1206.93,1203.59,1206.14,2076.75,2085.12,2074.81,2082.91,10795.72,10802.29,10773.18,10791.13,435.52,438.60,433.05,436.22,0
2005-02-15,1206.14,1212.44,1205.52,1210.12,2083.64,2103.45,2081.46,2089.21,10791.06,10852.39,10779.31,10837.32,436.22,445.05,434.55,439.24,0
2005-02-16,1210.12,1212.44,1205.06,1210.34,2082.46,2093.37,2079.37,2087.43,10832.03,10853.43,10794.16,10834.88,439.24,440.10,433.04,435.53,1
2005-02-17,1210.34,1211.33,1200.74,1200.75,2088.67,2093.68,2061.34,2061.34,10835.03,10841.16,10752.34,10754.26,435.53,438.35,428.12,429.78,1
2005-02-18,1200.75,1202.92,1197.35,1201.59,2065.15,2068.89,2056.20,2058.62,10755.15,10792.02,10730.32,10785.22,429.78,430.59,425.93,427.73,0
2005-02-22,1201.59,1202.48,1184.16,1184.16,2046.18,2064.67,2030.17,2030.32,10783.38,10783.45,10610.54,10611.20,427.73,437.89,423.86,425.79,1
2005-02-23,1184.16,1193.52,1184.16,1190.80,2039.55,2040.84,2024.64,2031.25,10609.28,10700.69,10608.98,10673.79,425.79,429.96,419.82,424.02,1
2005-02-24,1190.80,1200.42,1187.80,1200.20,2028.43,2051.81,2023.00,2051.70,10672.24,10755.74,10647.34,10748.79,424.02,434.21,423.20,434.15,0
2005-02-28,1211.37,1211.37,1198.13,1203.60,2058.28,2066.53,2038.77,2051.72,10842.05,10842.05,10730.47,10766.23,443.70,449.09,433.61,437.23,0
2005-03-01,1203.60,1212.25,1203.60,1210.41,2057.47,2073.74,2057.19,2071.25,10769.04,10849.14,10769.04,10830.00,437.23,447.53,437.23,447.05,0
2005-03-02,1210.41,1215.79,1204.22,1210.08,2060.30,2084.15,2057.22,2067.50,10825.68,10869.83,10774.29,10811.97,447.05,447.62,438.46,440.01,0
2005-03-03,1210.08,1215.72,1204.45,1210.47,2073.33,2074.71,2047.92,2058.40,10812.27,10869.17,10767.19,10833.03,440.01,441.81,430.72,434.42,1
2005-03-04,1210.47,1224.76,1210.47,1222.12,2071.15,2078.14,2064.93,2070.61,10834.51,10962.42,10834.29,10940.55,434.42,439.82,432.08,433.38,0
2005-03-07,1222.12,1229.11,1222.12,1225.31,2073.90,2100.57,2073.82,2090.21,10940.55,10984.46,10931.46,10936.86,433.38,444.96,433.38,441.54,0
2005-03-08,1225.31,1225.69,1218.57,1219.43,2087.11,2095.74,2072.59,2073.55,10935.60,10952.45,10900.13,10912.62,440.95,445.11,434.81,435.44,0
2005-03-09,1219.43,1219.43,1206.66,1207.01,2070.85,2079.37,2060.23,2061.29,10912.32,10923.18,10802.06,10805.62,435.44,440.66,433.93,434.33,0
2005-03-10,1207.01,1211.23,1201.41,1209.25,2065.09,2067.21,2042.02,2059.72,10806.28,10875.52,10780.35,10851.51,434.33,440.50,431.13,440.46,0
2005-03-11,1209.25,1213.04,1198.15,1200.08,2063.56,2069.40,2036.41,2041.60,10845.30,10872.35,10758.55,10774.36,440.46,443.14,427.26,427.88,0
2005-03-14,1200.08,1206.83,1199.51,1206.83,2043.64,2051.04,2037.41,2051.04,10773.92,10805.47,10754.41,10804.51,427.88,430.70,426.78,430.25,0
2005-03-15,1206.83,1210.54,1197.75,1197.75,2057.17,2059.07,2034.41,2034.98,10804.29,10838.65,10745.10,10745.10,430.25,431.56,420.73,421.12,0
2005-03-16,1197.75,1197.75,1185.61,1188.07,2028.29,2037.96,2011.67,2015.75,10741.63,10741.63,10612.38,10633.07,421.12,425.45,416.36,416.92,0
2005-03-17,1188.07,1193.28,1186.34,1190.21,2016.91,2023.67,2010.52,2016.42,10633.30,10658.64,10598.34,10626.35,416.91,421.49,416.89,417.80,1
2005-03-18,1190.21,1191.98,1182.78,1189.65,2018.41,2020.40,1999.98,2007.79,10627.83,10653.69,10557.04,10629.67,417.80,419.06,412.22,414.13,0
2005-03-21,1189.65,1189.65,1178.82,1183.78,2008.16,2011.39,1993.76,2007.51,10629.90,10630.49,10534.06,10565.39,414.32,417.66,409.39,413.41,0
2005-03-22,1183.78,1189.59,1171.63,1171.71,2007.72,2017.66,1988.86,1989.34,10565.39,10609.95,10470.28,10470.51,413.49,419.84,409.95,410.09,0
2005-03-23,1171.71,1176.26,1168.70,1172.53,1985.49,1999.43,1985.22,1990.22,10470.58,10497.42,10430.53,10456.02,410.44,418.20,410.35,414.86,1
2005-03-24,1172.53,1180.11,1171.42,1171.42,1997.48,2008.63,1991.06,1991.06,10457.06,10518.63,10442.87,10442.87,414.86,420.31,414.86,415.88,0
2005-03-28,1171.42,1179.91,1171.42,1174.28,1998.76,2005.49,1992.52,1992.52,10444.13,10533.55,10439.99,10485.65,416.14,422.40,415.48,415.50,0
2005-03-29,1174.28,1179.39,1163.69,1165.36,1990.27,2002.65,1968.58,1973.88,10485.65,10520.84,10396.24,10405.70,415.55,418.10,408.66,410.16,1
2005-03-30,1165.36,1181.54,1165.36,1181.41,1980.07,2005.67,1980.07,2005.67,10405.77,10544.18,10404.81,10540.93,410.49,419.90,410.49,419.66,0
2005-03-31,1181.41,1184.53,1179.49,1180.59,2005.71,2006.62,1994.80,1999.23,10541.59,10542.04,10490.38,10503.76,419.98,420.25,415.46,416.99,0
2005-04-01,1180.59,1189.80,1169.91,1172.92,2009.09,2014.73,1982.19,1984.81,10504.57,10568.93,10381.02,10404.30,417.84,420.77,410.18,411.22,0
2005-04-05,1176.12,1183.56,1176.12,1181.39,1994.38,2002.35,1991.88,1999.32,10421.14,10476.49,10419.44,10458.46,409.96,413.96,408.09,409.91,0
2005-04-06,1181.39,1189.34,1181.39,1184.07,2004.25,2017.08,1996.91,1999.14,10453.45,10526.00,10453.38,10486.02,410.06,417.10,410.06,410.87,1
2005-04-07,1184.07,1191.88,1183.81,1191.14,1999.61,2018.79,1998.14,2018.79,10485.88,10557.11,10476.71,10546.32,410.87,419.05,410.59,418.97,0
2005-04-08,1191.14,1191.75,1181.13,1181.20,2018.42,2021.82,1999.33,1999.35,10546.32,10553.56,10460.46,10461.34,418.97,421.58,416.85,416.95,0
2005-04-11,1181.20,1184.07,1178.69,1181.21,2004.16,2006.24,1991.21,1992.12,10462.08,10482.18,10438.44,10448.56,416.95,418.43,412.72,413.61,0
2005-04-12,1181.21,1190.17,1170.85,1187.76,1988.33,2007.24,1970.01,2005.40,10448.63,10529.77,10360.92,10507.97,413.61,413.67,403.36,413.14,0
2005-04-13,1187.76,1187.76,1171.40,1173.79,2000.46,2001.30,1972.10,1974.37,10507.45,10521.06,10379.70,10403.93,412.80,412.80,401.25,401.93,0
2005-04-14,1173.79,1174.67,1161.70,1162.05,1974.18,1975.42,1946.58,1946.71,10403.71,10417.89,10273.43,10278.75,402.16,403.13,395.49,395.71,0
2005-04-15,1162.05,1162.05,1141.92,1142.62,1932.96,1940.15,1906.71,1908.15,10276.61,10278.53,10076.57,10087.51,395.71,395.71,381.90,382.64,1
2005-04-18,1142.62,1148.92,1139.80,1145.98,1906.43,1921.69,1904.27,1912.92,10088.54,10105.39,10020.93,10071.25,382.82,389.25,382.47,385.85,1
2005-04-19,1145.98,1154.67,1145.98,1152.78,1922.82,1933.21,1918.15,1932.36,10071.55,10156.53,10071.55,10127.41,386.78,394.17,386.78,392.56,1
2005-04-20,1152.78,1155.50,1136.15,1137.50,1944.64,1945.60,1912.35,1913.76,10131.18,10186.45,10000.46,10012.36,393.63,396.91,383.65,383.97,1
2005-04-21,1137.50,1159.95,1137.50,1159.95,1931.85,1962.41,1928.52,1962.41,10010.51,10218.60,10010.51,10218.60,385.40,395.32,385.40,394.72,1
2005-04-22,1159.95,1159.95,1142.95,1152.12,1953.58,1953.77,1921.38,1932.19,10218.60,10219.34,10069.92,10157.71,394.59,394.72,386.48,389.35,0
2005-04-25,1152.12,1164.05,1152.12,1162.10,1942.02,1954.87,1938.45,1950.78,10158.52,10260.20,10158.52,10242.47,389.78,393.90,388.77,391.44,1
2005-04-26,1162.10,1164.80,1151.83,1151.83,1943.75,1958.58,1927.44,1927.44,10240.99,10263.60,10150.99,10151.13,391.36,399.17,387.83,388.62,1
2005-04-27,1151.74,1159.87,1144.42,1156.38,1919.42,1937.15,1913.14,1930.43,10150.32,10219.56,10079.45,10198.80,388.36,391.23,383.55,387.73,1
2005-04-28,1156.38,1156.38,1143.22,1143.22,1922.03,1927.31,1904.08,1904.18,10194.58,10194.58,10070.14,10070.37,387.06,391.19,384.00,384.34,1
2005-05-02,1156.85,1162.87,1154.71,1162.16,1923.23,1933.42,1916.03,1928.65,10192.00,10258.43,10188.07,10251.70,386.05,388.63,383.88,385.27,1
2005-05-03,1162.16,1166.89,1156.71,1161.17,1924.78,1944.53,1924.78,1933.07,10251.04,10304.54,10208.03,10256.95,385.15,388.82,383.35,385.08,1
2005-05-04,1161.17,1176.01,1161.17,1175.65,1937.79,1963.26,1935.24,1962.23,10255.25,10392.47,10255.25,10384.64,385.46,395.01,385.46,394.38,1
2005-05-05,1175.65,1178.62,1166.77,1172.63,1960.38,1969.29,1951.49,1961.80,10384.49,10405.77,10296.48,10340.38,394.23,398.44,392.69,394.32,1
2005-05-06,1172.63,1177.75,1170.50,1171.35,1972.66,1973.50,1960.76,1967.35,10339.71,10400.60,10339.64,10345.40,394.75,397.56,393.38,396.82,0
2005-05-09,1171.35,1178.87,1169.38,1178.84,1967.74,1979.67,1960.27,1979.67,10345.40,10384.86,10320.14,10384.34,396.57,398.54,393.21,398.54,0
2005-05-10,1178.84,1178.84,1162.98,1166.22,1968.08,1971.25,1957.29,1962.77,10382.94,10382.94,10250.23,10281.11,398.16,398.16,392.85,394.43,0
2005-05-11,1166.22,1171.77,1157.71,1171.11,1966.06,1972.52,1943.89,1971.55,10272.91,10311.19,10184.90,10300.25,394.52,396.36,389.13,395.87,1
2005-05-12,1171.11,1173.37,1157.76,1159.36,1970.80,1982.20,1956.45,1963.88,10299.74,10322.35,10183.43,10189.48,395.92,401.34,394.80,397.02,0
2005-05-13,1159.36,1163.75,1146.18,1154.05,1978.28,1990.00,1964.77,1976.78,10188.23,10234.34,10075.55,10140.12,397.02,411.71,397.02,408.23,0
2005-05-16,1154.05,1165.75,1153.64,1165.69,1976.38,1994.47,1973.67,1994.43,10139.61,10255.25,10138.28,10252.29,408.23,411.54,406.46,411.11,1
2005-05-17,1165.69,1174.35,1159.86,1173.80,1986.16,2004.15,1980.94,2004.15,10247.49,10336.90,10213.14,10331.88,411.11,414.58,408.68,414.56,0
2005-05-18,1173.80,1187.90,1173.80,1185.56,2008.63,2034.30,2007.20,2030.65,10323.19,10480.85,10323.04,10464.45,414.63,420.57,411.64,418.89,0
2005-05-19,1185.56,1191.09,1184.49,1191.08,2032.09,2042.68,2030.05,2042.58,10464.45,10494.74,10435.32,10493.19,418.77,424.02,416.96,420.09,1
2005-05-20,1191.08,1191.22,1185.19,1189.28,2040.63,2046.42,2033.35,2046.42,10492.75,10499.26,10423.88,10471.91,420.09,425.35,417.64,425.23,1
2005-05-23,1189.28,1197.44,1188.76,1193.86,2045.69,2062.95,2045.69,2056.65,10472.80,10560.81,10466.07,10523.56,425.33,426.60,420.80,423.86,1
2005-05-24,1193.86,1195.29,1189.87,1194.07,2052.28,2062.52,2049.77,2061.62,10522.68,10522.68,10471.91,10503.68,421.60,430.59,421.60,430.43,1
2005-05-25,1194.07,1194.07,1185.96,1190.01,2055.78,2055.78,2041.95,2050.12,10503.17,10503.17,10426.39,10457.80,430.33,430.33,422.53,425.69,1
2005-05-26,1190.01,1198.95,1190.01,1197.62,2057.99,2072.54,2057.80,2071.24,10458.68,10544.10,10458.61,10537.60,427.96,434.28,427.81,433.60,1
2005-05-27,1197.62,1199.56,1195.28,1198.78,2068.53,2076.80,2064.99,2075.73,10537.08,10552.01,10517.66,10542.55,433.31,433.37,426.54,430.43,1
2005-05-31,1198.78,1198.78,1191.50,1191.50,2073.92,2076.01,2065.02,2068.22,10541.89,10542.33,10467.48,10467.48,430.54,433.80,428.67,428.95,1
2005-06-01,1191.50,1205.64,1191.03,1202.22,2067.23,2095.54,2067.23,2087.86,10462.86,10586.37,10457.91,10549.87,428.91,435.22,427.86,432.11,1
2005-06-02,1202.27,1204.67,1198.42,1204.29,2081.69,2097.80,2081.69,2097.80,10548.83,10559.93,10510.41,10553.49,432.01,440.14,430.53,440.07,1
2005-06-03,1204.29,1205.09,1194.55,1196.02,2094.18,2095.99,2069.17,2071.43,10552.82,10553.19,10448.41,10460.97,439.68,440.23,434.19,434.26,1
2005-06-06,1196.02,1198.78,1192.75,1197.51,2072.36,2078.61,2066.36,2075.76,10461.64,10481.00,10430.97,10467.03,434.29,434.46,428.99,432.28,1
2005-06-07,1197.51,1208.85,1197.26,1197.26,2079.06,2095.96,2067.14,2067.16,10466.00,10578.84,10465.92,10483.07,432.33,438.91,427.15,427.52,1
2005-06-08,1197.26,1201.97,1193.33,1194.67,2073.21,2074.61,2057.58,2060.18,10484.84,10543.29,10465.32,10476.86,427.84,433.20,427.84,430.27,1
2005-06-09,1194.67,1201.86,1191.09,1200.93,2059.58,2077.47,2052.96,2076.91,10477.75,10526.37,10443.31,10503.02,430.35,438.60,425.86,438.49,1
2005-06-10,1200.93,1202.79,1192.64,1198.11,2076.25,2076.25,2055.94,2063.00,10503.02,10538.64,10452.62,10512.63,438.26,438.26,429.43,430.75,1
2005-06-13,1198.11,1206.03,1194.51,1200.82,2059.96,2078.26,2058.72,2068.96,10503.57,10589.16,10474.38,10522.56,430.66,434.32,428.38,430.32,1
2005-06-14,1200.82,1207.53,1200.18,1203.91,2068.04,2074.78,2064.08,2069.04,10521.95,10586.70,10521.79,10547.57,430.24,432.39,424.89,425.65,1
2005-06-15,1203.91,1208.08,1198.66,1206.58,2076.73,2079.13,2053.39,2074.92,10548.65,10589.93,10495.39,10566.37,426.10,427.66,418.91,427.23,1
2005-06-16,1206.55,1212.10,1205.47,1210.96,2076.27,2089.51,2073.29,2089.15,10566.76,10595.45,10540.06,10578.65,427.37,431.83,426.40,429.33,1
2005-06-17,1210.93,1219.55,1210.93,1216.96,2098.33,2098.53,2085.24,2090.11,10580.41,10656.29,10579.49,10623.07,430.41,432.82,427.48,430.51,1
2005-06-20,1216.96,1219.10,1210.65,1216.10,2081.05,2096.77,2076.42,2088.13,10621.54,10637.57,10562.38,10609.11,429.94,430.34,424.73,428.30,1
2005-06-21,1216.10,1217.13,1211.86,1213.61,2087.63,2095.69,2083.59,2091.07,10608.88,10630.36,10580.87,10599.67,428.18,432.97,427.74,431.36,0
2005-06-22,1213.61,1219.59,1211.69,1213.88,2097.05,2102.75,2083.76,2092.03,10599.36,10646.24,10578.04,10587.93,431.62,435.26,430.80,433.68,0
2005-06-23,1213.88,1216.45,1200.72,1200.73,2093.91,2106.57,2070.57,2070.66,10587.09,10589.01,10419.60,10421.44,433.87,446.38,433.87,435.25,0
2005-06-24,1200.73,1200.90,1191.45,1191.57,2070.33,2071.52,2050.76,2053.27,10422.28,10422.28,10297.84,10297.84,435.19,436.15,426.81,427.00,0
2005-06-27,1191.57,1194.33,1188.30,1190.69,2050.30,2054.47,2039.69,2045.20,10298.07,10332.13,10253.49,10290.78,426.91,427.01,420.13,421.37,0
2005-06-28,1190.69,1202.54,1190.69,1201.57,2051.77,2072.58,2050.98,2069.89,10291.01,10409.70,10290.55,10405.63,421.75,425.95,421.71,425.19,0
2005-06-29,1201.57,1204.07,1198.70,1199.85,2074.44,2076.02,2066.45,2068.89,10405.94,10433.79,10363.28,10374.48,425.28,426.00,420.33,421.37,0
2005-06-30,1199.85,1203.27,1190.51,1191.33,2072.05,2076.16,2056.24,2056.96,10374.18,10412.79,10267.22,10274.97,421.37,424.20,418.47,419.07,0
2005-07-01,1191.33,1197.89,1191.33,1194.44,2060.97,2064.81,2053.06,2057.37,10273.59,10343.79,10273.52,10303.44,419.42,422.02,417.94,419.36,1
2005-07-05,1194.44,1206.34,1192.49,1204.99,2052.10,2079.60,2052.10,2078.75,10303.13,10389.06,10282.65,10371.80,419.31,426.83,417.96,425.87,1
2005-07-06,1204.99,1206.11,1194.78,1194.94,2076.90,2084.76,2068.42,2068.65,10366.52,10380.47,10267.61,10270.68,425.78,434.26,425.30,430.33,1
2005-07-07,1194.94,1198.46,1183.55,1197.87,2050.71,2076.43,2050.30,2075.66,10269.76,10310.04,10175.40,10302.29,429.83,432.03,425.77,431.89,1
2005-07-08,1197.87,1212.73,1197.20,1211.86,2077.90,2113.91,2076.53,2112.88,10302.90,10462.26,10300.45,10449.14,431.97,442.89,431.89,442.75,0
2005-07-11,1211.86,1220.03,1211.86,1219.44,2115.98,2135.69,2115.57,2135.43,10449.60,10534.22,10449.60,10519.72,442.92,451.83,442.92,451.60,1
2005-07-12,1219.44,1225.54,1216.60,1222.21,2132.51,2149.78,2128.82,2143.15,10519.49,10544.04,10483.20,10513.89,451.52,457.30,450.27,456.10,1
2005-07-13,1222.21,1224.46,1219.64,1223.29,2142.60,2146.56,2136.37,2144.11,10513.36,10564.91,10512.36,10557.39,456.40,458.20,452.41,458.15,0
2005-07-14,1223.29,1233.16,1223.29,1226.50,2156.56,2164.18,2148.61,2152.82,10559.86,10657.69,10559.86,10628.89,459.07,466.00,458.25,463.93,0
2005-07-18,1227.92,1227.92,1221.13,1221.13,2151.84,2153.52,2144.78,2144.87,10640.19,10640.19,10574.99,10574.99,463.48,463.48,458.69,460.84,0
2005-07-19,1221.13,1230.34,1221.13,1229.35,2156.77,2173.87,2154.36,2173.18,10576.90,10668.52,10576.90,10646.56,461.34,469.09,461.34,468.75,0
2005-07-20,1229.35,1236.56,1222.91,1235.20,2158.97,2191.09,2158.09,2188.57,10629.52,10691.30,10581.12,10689.15,465.50,477.08,459.75,476.73,0
2005-07-21,1235.20,1235.83,1224.70,1227.04,2191.77,2193.19,2171.98,2178.60,10690.03,10700.06,10608.43,10627.77,476.73,476.73,466.55,468.94,0
2005-07-22,1227.04,1234.19,1226.15,1233.68,2176.14,2182.64,2165.44,2179.74,10624.19,10658.58,10588.05,10651.18,473.74,480.30,472.03,475.19,0
2005-07-25,1233.68,1238.36,1228.15,1229.03,2179.04,2186.46,2165.93,2166.74,10651.66,10686.53,10591.55,10596.48,474.92,477.38,470.72,472.17,0
2005-07-26,1229.03,1234.42,1229.03,1231.16,2170.60,2181.14,2167.09,2175.99,10597.60,10626.00,10572.92,10579.77,472.72,477.82,471.47,477.04,1
2005-07-27,1231.16,1237.64,1230.15,1236.79,2178.73,2187.15,2167.88,2186.22,10579.45,10645.92,10577.38,10637.09,476.89,476.90,465.93,473.89,1
2005-07-28,1236.79,1245.15,1235.81,1243.72,2188.29,2198.52,2183.27,2198.44,10633.50,10710.48,10629.68,10705.55,473.78,474.96,470.76,474.28,0
2005-07-29,1243.72,1245.04,1234.18,1234.18,2195.47,2201.39,2184.43,2184.83,10705.16,10717.73,10640.91,10640.91,473.90,477.82,471.38,474.44,1
2005-08-01,1234.18,1239.10,1233.80,1235.35,2191.49,2201.87,2189.08,2195.38,10641.78,10672.36,10610.89,10623.15,474.87,477.02,471.53,474.37,1
2005-08-02,1235.35,1244.69,1235.35,1244.12,2197.79,2219.00,2197.79,2218.15,10623.79,10699.19,10623.47,10683.74,478.25,486.34,478.08,486.20,0
2005-08-03,1244.12,1245.86,1240.57,1245.04,2211.09,2219.91,2209.40,2216.81,10681.51,10698.07,10638.48,10697.59,484.99,486.20,480.38,484.29,0
2005-08-05,1235.86,1235.86,1225.62,1226.42,2189.42,2195.10,2175.91,2177.91,10610.34,10610.81,10554.45,10558.03,472.48,474.00,468.09,471.19,0
2005-08-08,1226.42,1232.28,1222.67,1223.13,2182.99,2185.56,2163.50,2164.39,10557.24,10606.04,10524.91,10536.93,471.39,473.50,465.20,465.86,0
