,Date,sp_Open,sp_High,sp_Low,sp_Close,nd_Open,nd_High,nd_Low,nd_Close,dj_Open,dj_High,dj_Low,dj_Close,ph_Open,ph_High,ph_Low,ph_Close,sp_trend,nd_trend,dj_trend,ph_trend
92,2021-05-17,4169.92,4412.02,4386.22,4163.29,2946.81,13399.17,13265.4,2954.63,34375.29,34383.84,34176.65,34327.79,2946.81,2955.61,2904.25,2954.63,1,1,1,1
93,2021-05-18,4165.94,4429.97,4383.73,4127.83,2977.86,13485.34,13299.93,2929.15,34351.18,34408.99,34044.1,34060.66,2977.86,2985.93,2927.34,2929.15,1,1,1,1
94,2021-05-19,4098.45,4365.57,4290.49,4115.68,2864.35,13304.61,13072.23,2987.28,33945.81,33945.81,33473.8,33896.04,2864.35,2989.82,2862.68,2987.28,1,1,1,1
95,2021-05-20,4121.97,4369.23,4309.87,4159.12,3010.79,13563.52,13355.71,3066.11,33906.3,34233.4,33872.41,34084.15,3010.79,3078.3,3009.98,3066.11,1,1,1,1
96,2021-05-21,4168.61,4355.51,4278.94,4155.86,3085.67,13616.58,13463.26,3052.1,34121.91,34415.48,34121.91,34207.84,3085.67,3086.83,3044.9,3052.1,1,1,1,1
97,2021-05-24,4170.16,4375.19,4288.52,4197.05,3082.44,13708.85,13551.01,3122.98,34253.87,34472.51,34253.87,34393.98,3082.44,3141.81,3079.67,3122.98,1,1,1,1
98,2021-05-25,4205.94,4382.55,4306.24,4188.13,3145.67,13751.14,13631.8,3134.67,34428.66,34511.35,34266.03,34312.46,3145.67,3157.79,3117.27,3134.67,1,1,1,1
99,2021-05-26,4191.59,4385.57,4355.08,4195.99,3135.9,13750.16,13679.59,3140.98,34336.34,34409.59,34271.44,34323.05,3135.9,3156.77,3115.22,3140.98,0,0,1,0
100,2021-05-27,4201.94,4419.54,4346.33,4200.88,3134.21,13776.52,13701.63,3159.27,34432.47,34608.82,34389.24,34464.64,3134.21,3170.86,3130.64,3159.27,1,1,1,1
101,2021-05-28,4210.77,4457.3,4436.19,4204.11,3172.52,13820.87,13747.61,3186.56,34558.5,34631.11,34520.09,34529.45,3172.52,3200.35,3163.77,3186.56,1,1,1,1
102,2021-06-01,4216.52,4463.12,4430.27,4202.04,3210.1,13836.17,13678.77,3174.32,34584.19,34849.32,34542.87,34575.31,3210.1,3233.89,3160.35,3174.32,1,0,1,0
103,2021-06-02,4206.82,4465.4,4406.75,4208.12,3167.71,13775.89,13689.74,3196.98,34614.62,34706.65,34545.96,34600.38,3167.71,3206.82,3163.79,3196.98,1,0,0,0
104,2021-06-03,4191.43,4416.75,4367.43,4192.85,3161.13,13684.13,13548.93,3139.19,34550.31,34667.41,34334.41,34577.04,3161.13,3171.78,3126.96,3139.19,1,1,0,1
105,2021-06-04,4206.05,4394.87,4347.96,4229.89,3170.11,13826.82,13692.01,3214.14,34618.69,34772.12,34618.69,34756.39,3170.11,3221.78,3170.11,3214.14,1,0,0,0
106,2021-06-07,4229.34,4402.95,4305.91,4226.52,3199.1,13889.11,13784.89,3191.66,34766.2,34820.91,34574.51,34630.24,3199.1,3205.3,3172.52,3191.66,1,1,0,1
107,2021-06-08,4233.81,4471.52,4427.76,4227.26,3221.45,13981.72,13831.98,3171.22,34645.84,34665.38,34452.94,34599.82,3221.45,3221.45,3150.26,3171.22,1,1,0,1
108,2021-06-09,4232.99,4485.87,4443.8,4219.55,3183.41,14003.5,13906.45,3158.48,34626.16,34654.67,34439.37,34447.14,3183.41,3190.66,3157.82,3158.48,1,1,0,1
109,2021-06-10,4228.56,4486.87,4438.37,4239.18,3165.2,14031.19,13904.4,3196.21,34502.51,34737.79,34447.25,34466.24,3165.2,3205.77,3156.8,3196.21,0,1,0,1
110,2021-06-11,4242.9,4485.68,4435.46,4247.44,3198.89,14069.42,14006.59,3210.06,34499.81,34618.09,34328.65,34479.6,3198.89,3210.27,3186.26,3210.06,0,0,0,0
111,2021-06-14,4248.31,4492.99,4445.7,4255.15,3213.56,14175.45,14056.67,3255.34,34472.52,34472.52,34211.54,34393.75,3213.56,3255.59,3199.97,3255.34,0,0,0,0
112,2021-06-15,4255.28,4520.47,4457.66,4246.59,3248.13,14171.02,14052.16,3225.98,34397.1,34420.38,34199.16,34299.33,3248.13,3265.56,3218.23,3225.98,0,0,0,0
113,2021-06-16,4248.87,4529.9,4492.07,4223.7,3237.01,14129.69,13903.73,3201.01,34308.48,34333.25,33917.11,34033.67,3237.01,3246.32,3173.54,3201.01,1,0,0,0
114,2021-06-17,4220.37,4521.79,4493.95,4221.86,3189.25,14196.21,13998.93,3231.71,34014.38,34091.79,33626.61,33823.45,3189.25,3255.31,3189.13,3231.71,1,1,1,1
115,2021-06-18,4204.78,4535.38,4513.0,4166.45,3205.79,14129.22,14009.04,3152.81,33622.7,33622.7,33271.93,33290.08,3205.79,3210.97,3137.59,3152.81,1,1,1,1
116,2021-06-21,4173.4,4541.45,4521.3,4224.79,3153.2,14150.78,13960.04,3171.99,33312.07,33908.09,33312.07,33876.97,3153.2,3174.87,3132.92,3171.99,1,1,1,1
117,2021-06-22,4224.61,4545.85,4524.66,4246.44,3166.62,14269.77,14121.0,3185.43,33872.56,34040.7,33751.06,33945.58,3166.62,3192.55,3155.08,3185.43,1,1,1,1
118,2021-06-23,4249.27,4537.11,4522.02,4241.84,3191.57,14317.66,14246.3,3197.22,33948.54,34009.4,33869.83,33874.24,3191.57,3214.71,3191.53,3197.22,1,1,1,1
119,2021-06-24,4256.97,4531.39,4515.8,4266.49,3228.71,14414.46,14333.7,3253.8,33933.91,34233.02,33933.91,34196.82,3228.71,3258.44,3226.03,3253.8,1,1,1,1
120,2021-06-25,4274.45,4537.36,4513.76,4280.7,3263.45,14409.08,14337.65,3241.48,34328.1,34501.02,34314.8,34433.84,3263.45,3270.21,3233.65,3241.48,1,1,1,1
121,2021-06-28,4284.9,4513.33,4474.1,4290.61,3274.39,14505.19,14417.2,3323.14,34428.1,34449.65,34186.13,34283.27,3274.39,3333.68,3274.06,3323.14,1,0,1,0
122,2021-06-29,4293.21,4495.9,4468.99,4291.8,3321.55,14535.97,14471.38,3348.87,34338.89,34469.83,34266.83,34292.29,3321.55,3349.99,3304.99,3348.87,1,0,1,0
123,2021-06-30,4290.65,4501.71,4485.66,4297.5,3346.57,14526.81,14478.06,3345.31,34290.74,34553.16,34245.48,34502.51,3346.57,3350.97,3326.08,3345.31,1,0,0,0
124,2021-07-01,4300.73,4492.81,4482.28,4319.94,3336.13,14533.55,14439.4,3295.06,34507.32,34640.28,34498.85,34633.53,3336.13,3340.16,3288.91,3295.06,1,0,1,0
125,2021-07-02,4326.6,4489.88,4450.29,4352.34,3323.16,14649.11,14555.34,3315.83,34642.42,34821.93,34613.49,34786.35,3323.16,3323.6,3289.42,3315.83,1,1,1,1
126,2021-07-06,4356.46,4444.35,4406.8,4343.54,3327.01,14687.0,14529.8,3307.92,34790.16,34814.2,34358.42,34577.37,3327.01,3335.93,3268.14,3307.92,1,0,1,0
127,2021-07-07,4351.01,4418.61,4367.73,4358.13,3331.33,14755.33,14580.79,3261.73,34604.17,34708.78,34435.59,34681.79,3331.33,3331.33,3250.52,3261.73,1,1,1,1
128,2021-07-08,4321.07,4454.32,4397.59,4320.82,3185.54,14610.06,14371.59,3222.81,34569.01,34569.01,34145.59,34421.93,3185.54,3239.37,3172.41,3222.81,1,0,1,0
129,2021-07-09,4329.38,4462.12,4417.83,4369.55,3229.47,14710.2,14552.26,3278.39,34457.51,34893.72,34457.51,34870.16,3229.47,3282.32,3212.71,3278.39,0,0,0,0
130,2021-07-12,4372.41,4480.26,4437.66,4384.63,3292.64,14761.08,14672.63,3319.0,34836.75,35014.9,34730.15,34996.18,3292.64,3319.94,3281.64,3319.0,0,0,0,0
131,2021-07-13,4381.07,4468.37,4460.82,4369.21,3309.59,14803.68,14660.19,3300.81,34959.96,35018.79,34876.89,34888.79,3309.59,3319.1,3289.69,3300.81,0,0,0,0
132,2021-07-14,4380.11,4461.77,4435.96,4374.3,3338.05,14790.55,14632.95,3289.18,34920.83,35069.18,34826.87,34933.23,3338.05,3357.98,3283.69,3289.18,0,0,0,0
133,2021-07-15,4369.02,4449.44,4436.42,4360.03,3271.41,14650.37,14451.8,3217.74,34924.81,34990.41,34762.87,34987.02,3271.41,3272.34,3196.12,3217.74,1,1,0,1
134,2021-07-16,4367.43,4445.21,4430.03,4327.16,3231.1,14623.02,14413.32,3145.45,35007.94,35090.01,34647.82,34687.85,3231.1,3243.82,3141.41,3145.45,1,1,1,1
135,2021-07-19,4296.4,4439.39,4424.74,4258.49,3094.84,14313.6,14178.66,3147.51,34528.48,34528.48,33741.76,33962.04,3094.84,3150.0,3088.33,3147.51,1,1,1,1
136,2021-07-20,4265.11,4440.82,4429.07,4323.06,3155.64,14555.75,14271.23,3190.95,33981.79,34621.79,33981.79,34511.99,3155.64,3212.24,3122.12,3190.95,1,1,1,1
137,2021-07-21,4331.13,4429.76,4408.86,4358.69,3205.94,14633.14,14498.65,3288.75,34556.96,34820.24,34556.96,34798.0,3205.94,3289.2,3204.6,3288.75,1,0,1,0
